probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1657248,EREG,"Homo sapiens epiregulin (EREG), mRNA.",,
ILMN_1731914,SCN4A,"Homo sapiens sodium channel, voltage-gated, type IV, alpha subunit (SCN4A), mRNA.",,
ILMN_1660963,CCIN,"Homo sapiens calicin (CCIN), mRNA.",,
ILMN_1746829,C16ORF65,"Homo sapiens chromosome 16 open reading frame 65 (C16orf65), mRNA.",,
ILMN_1660730,SLC7A3,"Homo sapiens solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 (SLC7A3), transcript variant 1, mRNA.",,
ILMN_1789446,IRGC,"Homo sapiens immunity-related GTPase family, cinema (IRGC), mRNA.",,
ILMN_2352921,BPGM,"Homo sapiens 2,3-bisphosphoglycerate mutase (BPGM), transcript variant 1, mRNA.",,
ILMN_1724490,PSPC1,"Homo sapiens paraspeckle component 1 (PSPC1), transcript variant beta, transcribed RNA.",,
ILMN_2369785,SNRPD2,"Homo sapiens small nuclear ribonucleoprotein D2 polypeptide 16.5kDa (SNRPD2), transcript variant 1, mRNA.",,
ILMN_1685289,C16ORF58,"Homo sapiens chromosome 16 open reading frame 58 (C16orf58), mRNA.",,
ILMN_2349006,USP21,"Homo sapiens ubiquitin specific peptidase 21 (USP21), transcript variant 1, mRNA.",,
ILMN_1780887,USP21,"Homo sapiens ubiquitin specific peptidase 21 (USP21), transcript variant 1, mRNA.",,
ILMN_1673609,ISLR,"Homo sapiens immunoglobulin superfamily containing leucine-rich repeat (ISLR), transcript variant 1, mRNA.",,
ILMN_1747593,ISLR,"Homo sapiens immunoglobulin superfamily containing leucine-rich repeat (ISLR), transcript variant 1, mRNA.",,
ILMN_1740104,HOXC6,"Homo sapiens homeobox C6 (HOXC6), transcript variant 1, mRNA.",,
ILMN_1794492,HOXC6,"Homo sapiens homeobox C6 (HOXC6), transcript variant 1, mRNA.",,
ILMN_1721657,RSU1,"Homo sapiens Ras suppressor protein 1 (RSU1), transcript variant 1, mRNA.",,
ILMN_1667948,SPATA18,"Homo sapiens spermatogenesis associated 18 homolog (rat) (SPATA18), mRNA.",,
ILMN_1657486,OR2AG2,"Homo sapiens olfactory receptor, family 2, subfamily AG, member 2 (OR2AG2), mRNA.",,
ILMN_1681695,DNASE1L1,"Homo sapiens deoxyribonuclease I-like 1 (DNASE1L1), transcript variant 1, mRNA.",,
ILMN_2161577,CXCL6,"Homo sapiens chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2) (CXCL6), mRNA.",,
ILMN_1743095,MGC20983,"Homo sapiens hypothetical protein MGC20983 (MGC20983), mRNA.",,
ILMN_1654629,TMEM175,"Homo sapiens transmembrane protein 175 (TMEM175), mRNA.",,
ILMN_1800412,BMP1,"Homo sapiens bone morphogenetic protein 1 (BMP1), transcript variant BMP1-3, mRNA.",,
ILMN_1662837,WFIKKN2,"Homo sapiens WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 (WFIKKN2), mRNA.",,
ILMN_2218208,SPARCL1,"Homo sapiens SPARC-like 1 (mast9, hevin) (SPARCL1), mRNA.",,
ILMN_1754576,KRT6C,"Homo sapiens keratin 6C (KRT6C), mRNA.",,
ILMN_2227338,ANKRD23,"Homo sapiens ankyrin repeat domain 23 (ANKRD23), mRNA.",,
ILMN_1748366,SLC5A9,"Homo sapiens solute carrier family 5 (sodium/glucose cotransporter), member 9 (SLC5A9), mRNA.",,
ILMN_1780575,CRP,"Homo sapiens C-reactive protein, pentraxin-related (CRP), mRNA.",,
ILMN_1663815,UNQ1940,"Homo sapiens HWKM1940 (UNQ1940), mRNA.",,
ILMN_2056074,RGPD2,"Homo sapiens RANBP2-like and GRIP domain containing 2 (RGPD2), mRNA. XM_001134112 XM_001134114 XM_001134116",,
ILMN_2298611,C10ORF53,"Homo sapiens chromosome 10 open reading frame 53 (C10orf53), transcript variant 1, mRNA.",,
ILMN_1814622,FLJ20125,"Homo sapiens hypothetical protein FLJ20125 (FLJ20125), mRNA.",,
ILMN_2319825,ACYP1,"Homo sapiens acylphosphatase 1, erythrocyte (common) type (ACYP1), transcript variant 1, mRNA.",,
ILMN_1694233,ACYP1,"Homo sapiens acylphosphatase 1, erythrocyte (common) type (ACYP1), transcript variant 1, mRNA.",,
ILMN_1659952,MTMR2,"Homo sapiens myotubularin related protein 2 (MTMR2), transcript variant 3, mRNA.",,
ILMN_1791890,SPON1,"Homo sapiens spondin 1, extracellular matrix protein (SPON1), mRNA.",,
ILMN_1790757,ADSL,"Homo sapiens adenylosuccinate lyase (ADSL), mRNA.",,
ILMN_2168276,C15ORF56,"Homo sapiens chromosome 15 open reading frame 56 (C15orf56), mRNA.",,
ILMN_1739749,B3GALT6,"Homo sapiens UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6 (B3GALT6), mRNA.",,
ILMN_1685140,PRRC1,"Homo sapiens proline-rich coiled-coil 1 (PRRC1), mRNA.",,
ILMN_1654858,ZNF818,"Homo sapiens zinc finger protein 818 (ZNF818), mRNA.",,
ILMN_2409298,NUSAP1,"Homo sapiens nucleolar and spindle associated protein 1 (NUSAP1), transcript variant 2, mRNA.",,
ILMN_1726720,NUSAP1,"Homo sapiens nucleolar and spindle associated protein 1 (NUSAP1), transcript variant 2, mRNA.",,
ILMN_2408764,CYP2A7,"Homo sapiens cytochrome P450, family 2, subfamily A, polypeptide 7 (CYP2A7), transcript variant 2, mRNA.",,
ILMN_1750521,UCP3,"Homo sapiens uncoupling protein 3 (mitochondrial, proton carrier) (UCP3), nuclear gene encoding mitochondrial protein, transcript variant long, mRNA.",,
ILMN_2267383,C21ORF41,Homo sapiens chromosome 21 open reading frame 41 (C21orf41) on chromosome 21.,,
ILMN_1672565,RG9MTD1,"Homo sapiens RNA (guanine-9-) methyltransferase domain containing 1 (RG9MTD1), mRNA.",,
ILMN_2063687,ZNF624,"Homo sapiens zinc finger protein 624 (ZNF624), mRNA.",,
ILMN_1681249,KIF21A,"Homo sapiens kinesin family member 21A (KIF21A), mRNA.",,
ILMN_1791057,IFNAR2,"Homo sapiens interferon (alpha, beta and omega) receptor 2 (IFNAR2), transcript variant 1, mRNA.",,
ILMN_1691760,FAM45A,"Homo sapiens family with sequence similarity 45, member A (FAM45A), mRNA.",,
ILMN_1791773,OR1A2,"Homo sapiens olfactory receptor, family 1, subfamily A, member 2 (OR1A2), mRNA.",,
ILMN_1767362,ADAMTS6,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 6 (ADAMTS6), mRNA.",,
ILMN_1766918,KCNK5,"Homo sapiens potassium channel, subfamily K, member 5 (KCNK5), mRNA.",,
ILMN_1681668,GGA1,"Homo sapiens golgi associated, gamma adaptin ear containing, ARF binding protein 1 (GGA1), transcript variant 1, mRNA.",,
ILMN_1658175,GGA1,"Homo sapiens golgi associated, gamma adaptin ear containing, ARF binding protein 1 (GGA1), transcript variant 1, mRNA.",,
ILMN_2084043,TCEAL7,"Homo sapiens transcription elongation factor A (SII)-like 7 (TCEAL7), mRNA.",,
ILMN_1789176,PSMB1,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 1 (PSMB1), mRNA.",,
ILMN_1659823,PCDH1,"Homo sapiens protocadherin 1 (PCDH1), transcript variant 2, mRNA.",,
ILMN_2126706,LMNB1,"Homo sapiens lamin B1 (LMNB1), mRNA.",,
ILMN_2173797,KRTAP12-1,"Homo sapiens keratin associated protein 12-1 (KRTAP12-1), mRNA.",,
ILMN_2064132,NANP,"Homo sapiens N-acetylneuraminic acid phosphatase (NANP), mRNA.",,
ILMN_1775171,WIPF2,"Homo sapiens WAS/WASL interacting protein family, member 2 (WIPF2), mRNA.",,
ILMN_1800976,NFATC3,"Homo sapiens nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 (NFATC3), transcript variant 2, mRNA.",,
ILMN_1755983,NFATC3,"Homo sapiens nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 (NFATC3), transcript variant 2, mRNA.",,
ILMN_1751028,SERPINH1,"Homo sapiens serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1) (SERPINH1), mRNA.",,
ILMN_1717793,C19ORF33,"Homo sapiens chromosome 19 open reading frame 33 (C19orf33), mRNA.",,
ILMN_1692834,C1ORF26,"Homo sapiens chromosome 1 open reading frame 26 (C1orf26), mRNA.",,
ILMN_2365111,MAP4K1,"Homo sapiens mitogen-activated protein kinase kinase kinase kinase 1 (MAP4K1), transcript variant 1, mRNA.",,
ILMN_1665943,MAP4K1,"Homo sapiens mitogen-activated protein kinase kinase kinase kinase 1 (MAP4K1), transcript variant 1, mRNA.",,
ILMN_2384133,DFFB,"Homo sapiens DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) (DFFB), transcript variant 3, mRNA.",,
ILMN_1728255,LALBA,"Homo sapiens lactalbumin, alpha- (LALBA), mRNA.",,
ILMN_2078547,HSPC268,"Homo sapiens hypothetical protein HSPC268 (HSPC268), mRNA.",,
ILMN_1673152,NRXN1,"Homo sapiens neurexin 1 (NRXN1), transcript variant alpha, mRNA.",,
ILMN_2381168,CTNNBIP1,"Homo sapiens catenin, beta interacting protein 1 (CTNNBIP1), transcript variant 1, mRNA.",,
ILMN_1766408,CBFB,"Homo sapiens core-binding factor, beta subunit (CBFB), transcript variant 2, mRNA.",,
ILMN_1709734,BMP4,"Homo sapiens bone morphogenetic protein 4 (BMP4), transcript variant 1, mRNA.",,
ILMN_2415179,CLSTN1,"Homo sapiens calsyntenin 1 (CLSTN1), transcript variant 1, mRNA.",,
ILMN_1720181,CLSTN1,"Homo sapiens calsyntenin 1 (CLSTN1), transcript variant 1, mRNA.",,
ILMN_1666385,CALM3,"Homo sapiens calmodulin 3 (phosphorylase kinase, delta) (CALM3), mRNA.",,
ILMN_1703864,SFTA2,"Homo sapiens surfactant associated 2 (SFTA2), mRNA.",,
ILMN_2120982,ALG11,"Homo sapiens asparagine-linked glycosylation 11 homolog (yeast, alpha-1,2-mannosyltransferase) (ALG11), mRNA.",,
ILMN_1665982,AKTIP,"Homo sapiens AKT interacting protein (AKTIP), transcript variant 2, mRNA.",,
ILMN_2157240,MNS1,"Homo sapiens meiosis-specific nuclear structural 1 (MNS1), mRNA.",,
ILMN_1800020,GART,"Homo sapiens phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (GART), transcript variant 2, mRNA.",,
ILMN_1793220,GART,"Homo sapiens phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (GART), transcript variant 2, mRNA.",,
ILMN_1731621,RXFP3,"Homo sapiens relaxin/insulin-like family peptide receptor 3 (RXFP3), mRNA.",,
ILMN_1675794,DDR2,"Homo sapiens discoidin domain receptor tyrosine kinase 2 (DDR2), transcript variant 1, mRNA.",,
ILMN_1739238,L1CAM,"Homo sapiens L1 cell adhesion molecule (L1CAM), transcript variant 1, mRNA.",,
ILMN_1660315,SPN,"Homo sapiens sialophorin (SPN), transcript variant 2, mRNA.",,
ILMN_1810423,RPP40,"Homo sapiens ribonuclease P/MRP 40kDa subunit (RPP40), mRNA.",,
ILMN_1815796,NT5C1A,"Homo sapiens 5'-nucleotidase, cytosolic IA (NT5C1A), mRNA.",,
ILMN_1802392,RAD51L1,"Homo sapiens RAD51-like 1 (S. cerevisiae) (RAD51L1), transcript variant 3, mRNA.",,
ILMN_2376108,PSMB9,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2) (PSMB9), transcript variant 1, mRNA.",,
ILMN_1798233,PSMB9,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2) (PSMB9), transcript variant 1, mRNA.",,
ILMN_1761693,CALN1,"Homo sapiens calneuron 1 (CALN1), transcript variant 1, mRNA.",,
ILMN_1778121,CALN1,"Homo sapiens calneuron 1 (CALN1), transcript variant 1, mRNA.",,
ILMN_1740842,SALL2,"Homo sapiens sal-like 2 (Drosophila) (SALL2), mRNA.",,
ILMN_2205162,ZNF699,"Homo sapiens zinc finger protein 699 (ZNF699), mRNA.",,
ILMN_1705678,LMX1A,"Homo sapiens LIM homeobox transcription factor 1, alpha (LMX1A), transcript variant 3, mRNA.",,
ILMN_2073235,FTHL12,"Homo sapiens ferritin, heavy polypeptide-like 12 (FTHL12) on chromosome 9.",,
ILMN_2336970,MUTYH,"Homo sapiens mutY homolog (E. coli) (MUTYH), transcript variant alpha1, mRNA.",,
ILMN_2082489,PRMT7,"Homo sapiens protein arginine methyltransferase 7 (PRMT7), mRNA.",,
ILMN_1789058,C1ORF188,"Homo sapiens chromosome 1 open reading frame 188 (C1orf188), mRNA.",,
ILMN_2094630,TRIM60,"Homo sapiens tripartite motif-containing 60 (TRIM60), mRNA.",,
ILMN_2374865,ATF3,"Homo sapiens activating transcription factor 3 (ATF3), transcript variant 4, mRNA.",,
ILMN_1791346,ATF3,"Homo sapiens activating transcription factor 3 (ATF3), transcript variant 4, mRNA.",,
ILMN_2059294,RTCD1,"Homo sapiens RNA terminal phosphate cyclase domain 1 (RTCD1), mRNA.",,
ILMN_2401155,PUM1,"Homo sapiens pumilio homolog 1 (Drosophila) (PUM1), transcript variant 1, mRNA.",,
ILMN_1730202,MAGEF1,"Homo sapiens melanoma antigen family F, 1 (MAGEF1), mRNA.",,
ILMN_1705594,NAT10,"Homo sapiens N-acetyltransferase 10 (GCN5-related) (NAT10), mRNA.",,
ILMN_1673232,LASS1,"Homo sapiens LAG1 homolog, ceramide synthase 1 (LASS1), transcript variant 2, mRNA.",,
ILMN_2392940,CEP250,"Homo sapiens centrosomal protein 250kDa (CEP250), transcript variant 2, mRNA.",,
ILMN_1728467,GHITM,"Homo sapiens growth hormone inducible transmembrane protein (GHITM), mRNA.",,
ILMN_1815054,GPR97,"Homo sapiens G protein-coupled receptor 97 (GPR97), mRNA.",,
ILMN_1798977,GPR97,"Homo sapiens G protein-coupled receptor 97 (GPR97), mRNA.",,
ILMN_1790518,PHF16,"Homo sapiens PHD finger protein 16 (PHF16), transcript variant 2, mRNA.",,
ILMN_1786195,PRKACA,"Homo sapiens protein kinase, cAMP-dependent, catalytic, alpha (PRKACA), transcript variant 2, mRNA.",,
ILMN_2395314,PRKACA,"Homo sapiens protein kinase, cAMP-dependent, catalytic, alpha (PRKACA), transcript variant 2, mRNA.",,
ILMN_2313079,NLRP1,"Homo sapiens NLR family, pyrin domain containing 1 (NLRP1), transcript variant 4, mRNA.",,
ILMN_1722025,CPEB4,"Homo sapiens cytoplasmic polyadenylation element binding protein 4 (CPEB4), mRNA.",,
ILMN_2041971,TRMT2B,"Homo sapiens TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae) (TRMT2B), mRNA.",,
ILMN_1727194,CALU,"Homo sapiens calumenin (CALU), mRNA.",,
ILMN_2299843,ATP5S,"Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B) (ATP5S), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.",,
ILMN_1661687,IL21R,"Homo sapiens interleukin 21 receptor (IL21R), transcript variant 3, mRNA.",,
ILMN_1663281,ZNF702P,"Homo sapiens zinc finger protein 702 pseudogene (ZNF702P), non-coding RNA.",,
ILMN_1660007,FLJ32658,"Homo sapiens hypothetical protein FLJ32658 (FLJ32658), mRNA.",,
ILMN_1764380,GLTP,"Homo sapiens glycolipid transfer protein (GLTP), mRNA.",,
ILMN_1682781,TEAD2,"Homo sapiens TEA domain family member 2 (TEAD2), mRNA.",,
ILMN_1720727,SLCO1A2,"Homo sapiens solute carrier organic anion transporter family, member 1A2 (SLCO1A2), transcript variant 3, mRNA.",,
ILMN_1780601,EMR1,"Homo sapiens egf-like module containing, mucin-like, hormone receptor-like 1 (EMR1), mRNA.",,
ILMN_1666191,KLK13,"Homo sapiens kallikrein-related peptidase 13 (KLK13), mRNA.",,
ILMN_1719190,CCDC9,"Homo sapiens coiled-coil domain containing 9 (CCDC9), mRNA.",,
ILMN_1745655,PEX16,"Homo sapiens peroxisomal biogenesis factor 16 (PEX16), transcript variant 1, mRNA.",,
ILMN_1701466,PEX16,"Homo sapiens peroxisomal biogenesis factor 16 (PEX16), transcript variant 1, mRNA.",,
ILMN_1726437,EFCAB3,"Homo sapiens EF-hand calcium binding domain 3 (EFCAB3), mRNA.",,
ILMN_2328463,INS-IGF2,"Homo sapiens insulin- insulin-like growth factor 2 (INS-IGF2), transcript variant 1, mRNA.",,
ILMN_2250521,INS-IGF2,"Homo sapiens insulin- insulin-like growth factor 2 (INS-IGF2), transcript variant 1, mRNA.",,
ILMN_1757011,LY75,"Homo sapiens lymphocyte antigen 75 (LY75), mRNA.",,
ILMN_1781656,SCGB1D1,"Homo sapiens secretoglobin, family 1D, member 1 (SCGB1D1), mRNA.",,
ILMN_1790926,LOC653216,"PREDICTED: Homo sapiens similar to XAGE-2 protein, transcript variant 2 (LOC653216), mRNA.",,
ILMN_2072568,CLDN8,"Homo sapiens claudin 8 (CLDN8), mRNA.",,
ILMN_2273911,ACSL5,"Homo sapiens acyl-CoA synthetase long-chain family member 5 (ACSL5), transcript variant 2, mRNA.",,
ILMN_2370882,ACSL5,"Homo sapiens acyl-CoA synthetase long-chain family member 5 (ACSL5), transcript variant 2, mRNA.",,
ILMN_1730039,IGSF21,"Homo sapiens immunoglobin superfamily, member 21 (IGSF21), mRNA.",,
ILMN_1656045,BRUNOL6,"Homo sapiens bruno-like 6, RNA binding protein (Drosophila) (BRUNOL6), mRNA.",,
ILMN_1724806,RAPSN,"Homo sapiens receptor-associated protein of the synapse (RAPSN), transcript variant 1, mRNA.",,
ILMN_1803303,RAPSN,"Homo sapiens receptor-associated protein of the synapse (RAPSN), transcript variant 1, mRNA.",,
ILMN_1668779,GPR17,"Homo sapiens G protein-coupled receptor 17 (GPR17), mRNA.",,
ILMN_2402042,CT45-5,"Homo sapiens cancer/testis antigen CT45-5 (CT45-5), mRNA.",,
ILMN_2291565,CT45-5,"Homo sapiens cancer/testis antigen CT45-5 (CT45-5), mRNA.",,
ILMN_1722302,ZNF553,"Homo sapiens zinc finger protein 553 (ZNF553), mRNA.",,
ILMN_1678061,CASS4,"Homo sapiens Cas scaffolding protein family member 4 (CASS4), mRNA.",,
ILMN_1812622,NEIL1,"Homo sapiens nei endonuclease VIII-like 1 (E. coli) (NEIL1), mRNA.",,
ILMN_1774890,LAS1L,"Homo sapiens LAS1-like (S. cerevisiae) (LAS1L), mRNA.",,
ILMN_1662934,UBE2I,"Homo sapiens ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast) (UBE2I), transcript variant 3, mRNA.",,
ILMN_1810474,UBE2I,"Homo sapiens ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast) (UBE2I), transcript variant 3, mRNA.",,
ILMN_2049536,TRPV2,"Homo sapiens transient receptor potential cation channel, subfamily V, member 2 (TRPV2), mRNA.",,
ILMN_1811167,CCDC27,"Homo sapiens coiled-coil domain containing 27 (CCDC27), mRNA.",,
ILMN_2329171,WBSCR19,"Homo sapiens Williams Beuren syndrome chromosome region 19 (WBSCR19), mRNA. XM_943692",,
ILMN_2250830,WBSCR19,"Homo sapiens Williams Beuren syndrome chromosome region 19 (WBSCR19), mRNA. XM_943692",,
ILMN_1811239,ANKFN1,"Homo sapiens ankyrin-repeat and fibronectin type III domain containing 1 (ANKFN1), mRNA.",,
ILMN_2147503,ALG13,"Homo sapiens asparagine-linked glycosylation 13 homolog (S. cerevisiae) (ALG13), mRNA.",,
ILMN_1814044,CABIN1,"Homo sapiens calcineurin binding protein 1 (CABIN1), mRNA.",,
ILMN_2113340,AIM1L,"Homo sapiens absent in melanoma 1-like (AIM1L), mRNA.",,
ILMN_1669557,AIM1L,"Homo sapiens absent in melanoma 1-like (AIM1L), mRNA.",,
ILMN_1681223,CACNA1D,"Homo sapiens calcium channel, voltage-dependent, L type, alpha 1D subunit (CACNA1D), mRNA.",,
ILMN_2122300,DNAL1,"Homo sapiens dynein, axonemal, light chain 1 (DNAL1), mRNA.",,
ILMN_1734929,BBOX1,"Homo sapiens butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 (BBOX1), mRNA.",,
ILMN_1814022,NR1H3,"Homo sapiens nuclear receptor subfamily 1, group H, member 3 (NR1H3), mRNA.",,
ILMN_1671221,GAPVD1,"Homo sapiens GTPase activating protein and VPS9 domains 1 (GAPVD1), mRNA.",,
ILMN_1658926,NOTCH3,"Homo sapiens Notch homolog 3 (Drosophila) (NOTCH3), mRNA.",,
ILMN_2141259,SPAG5,"Homo sapiens sperm associated antigen 5 (SPAG5), mRNA.",,
ILMN_2069915,MAGEA8,"Homo sapiens melanoma antigen family A, 8 (MAGEA8), mRNA.",,
ILMN_2298261,RBM3,"Homo sapiens RNA binding motif (RNP1, RRM) protein 3 (RBM3), transcript variant 2, mRNA.",,
ILMN_2414436,RBM3,"Homo sapiens RNA binding motif (RNP1, RRM) protein 3 (RBM3), transcript variant 2, mRNA.",,
ILMN_1795007,C2ORF47,"Homo sapiens chromosome 2 open reading frame 47 (C2orf47), mRNA.",,
ILMN_1763612,TMEM132D,"Homo sapiens transmembrane protein 132D (TMEM132D), mRNA.",,
ILMN_2263312,FAM125B,"Homo sapiens family with sequence similarity 125, member B (FAM125B), transcript variant 2, mRNA.",,
ILMN_1702568,FAM125B,"Homo sapiens family with sequence similarity 125, member B (FAM125B), transcript variant 2, mRNA.",,
ILMN_1753112,CD5,"Homo sapiens CD5 molecule (CD5), mRNA.",,
ILMN_1672834,SSH2,"Homo sapiens slingshot homolog 2 (Drosophila) (SSH2), mRNA.",,
ILMN_1667260,MAPK3,"Homo sapiens mitogen-activated protein kinase 3 (MAPK3), mRNA.",,
ILMN_1692575,SFRS8,"Homo sapiens splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila) (SFRS8), mRNA.",,
ILMN_1773228,DLST,"Homo sapiens dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) (DLST), mRNA.",,
ILMN_2064926,ITFG1,"Homo sapiens integrin alpha FG-GAP repeat containing 1 (ITFG1), mRNA.",,
ILMN_2214594,DEFB107A,"Homo sapiens defensin, beta 107A (DEFB107A), mRNA.",,
ILMN_1813568,TRPV1,"Homo sapiens transient receptor potential cation channel, subfamily V, member 1 (TRPV1), transcript variant 4, mRNA.",,
ILMN_1651238,TRPV1,"Homo sapiens transient receptor potential cation channel, subfamily V, member 1 (TRPV1), transcript variant 4, mRNA.",,
ILMN_2132379,TDGF1,"Homo sapiens teratocarcinoma-derived growth factor 1 (TDGF1), mRNA.",,
ILMN_1668035,CRH,"Homo sapiens corticotropin releasing hormone (CRH), mRNA.",,
ILMN_1683682,DAGLA,"Homo sapiens diacylglycerol lipase, alpha (DAGLA), mRNA.",,
ILMN_1709611,PSMA1,"Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 1 (PSMA1), transcript variant 1, mRNA.",,
ILMN_1760542,PSMA1,"Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 1 (PSMA1), transcript variant 1, mRNA.",,
ILMN_1674774,PCDHGA4,"Homo sapiens protocadherin gamma subfamily A, 4 (PCDHGA4), transcript variant 1, mRNA.",,
ILMN_1808095,RNF41,"Homo sapiens ring finger protein 41 (RNF41), transcript variant 3, mRNA.",,
ILMN_2362581,FNDC3A,"Homo sapiens fibronectin type III domain containing 3A (FNDC3A), transcript variant 1, mRNA.",,
ILMN_2269380,FNDC3A,"Homo sapiens fibronectin type III domain containing 3A (FNDC3A), transcript variant 1, mRNA.",,
ILMN_1705111,FNDC3A,"Homo sapiens fibronectin type III domain containing 3A (FNDC3A), transcript variant 1, mRNA.",,
ILMN_1787280,C1ORF135,"Homo sapiens chromosome 1 open reading frame 135 (C1orf135), mRNA.",,
ILMN_2377199,SLC27A6,"Homo sapiens solute carrier family 27 (fatty acid transporter), member 6 (SLC27A6), transcript variant 1, mRNA.",,
ILMN_1685095,CNO,"Homo sapiens cappuccino homolog (mouse) (CNO), mRNA.",,
ILMN_1770553,MORF4,"Homo sapiens mortality factor 4 (MORF4), mRNA.",,
ILMN_1674343,NXF3,"Homo sapiens nuclear RNA export factor 3 (NXF3), mRNA.",,
ILMN_2181748,PA2G4P4,"Homo sapiens proliferation-associated 2G4 pseudogene 4 (PA2G4P4), non-coding RNA.",,
ILMN_1682567,CCDC106,"Homo sapiens coiled-coil domain containing 106 (CCDC106), mRNA.",,
ILMN_1704376,GLDN,"Homo sapiens gliomedin (GLDN), mRNA.",,
ILMN_1729973,ZC3HAV1,"Homo sapiens zinc finger CCCH-type, antiviral 1 (ZC3HAV1), transcript variant 2, mRNA.",,
ILMN_2124802,MT1H,"Homo sapiens metallothionein 1H (MT1H), mRNA.",,
ILMN_1766544,ZFP28,"Homo sapiens zinc finger protein 28 homolog (mouse) (ZFP28), mRNA.",,
ILMN_1719170,WBSCR27,"Homo sapiens Williams Beuren syndrome chromosome region 27 (WBSCR27), mRNA.",,
ILMN_2373632,IDH3B,"Homo sapiens isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1773809,FOXP4,"Homo sapiens forkhead box P4 (FOXP4), transcript variant 1, mRNA.",,
ILMN_1761163,HS3ST3B1,"Homo sapiens heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 (HS3ST3B1), mRNA.",,
ILMN_1705208,ATP1A4,"Homo sapiens ATPase, Na+/K+ transporting, alpha 4 polypeptide (ATP1A4), transcript variant 2, mRNA.",,
ILMN_2183261,THAP4,"Homo sapiens THAP domain containing 4 (THAP4), mRNA.",,
ILMN_1664012,CANT1,"Homo sapiens calcium activated nucleotidase 1 (CANT1), mRNA.",,
ILMN_1757461,ITIH3,"Homo sapiens inter-alpha (globulin) inhibitor H3 (ITIH3), mRNA.",,
ILMN_2367186,PIGA,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class A (PIGA), transcript variant 3, mRNA.",,
ILMN_1705985,PIGA,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class A (PIGA), transcript variant 3, mRNA.",,
ILMN_1696183,HBQ1,"Homo sapiens hemoglobin, theta 1 (HBQ1), mRNA.",,
ILMN_1666819,PHLDB1,"Homo sapiens pleckstrin homology-like domain, family B, member 1 (PHLDB1), mRNA.",,
ILMN_1701244,ITFG2,"Homo sapiens integrin alpha FG-GAP repeat containing 2 (ITFG2), mRNA.",,
ILMN_1683298,MEN1,"Homo sapiens multiple endocrine neoplasia I (MEN1), transcript variant e1D, mRNA.",,
ILMN_1707791,TAZ,"Homo sapiens tafazzin (cardiomyopathy, dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome) (TAZ), transcript variant 2, mRNA.",,
ILMN_1664828,APOBEC3H,"Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H (APOBEC3H), mRNA.",,
ILMN_1802628,PPAPDC2,"Homo sapiens phosphatidic acid phosphatase type 2 domain containing 2 (PPAPDC2), mRNA.",,
ILMN_2231569,ATAD3C,"Homo sapiens ATPase family, AAA domain containing 3C (ATAD3C), mRNA. XM_937413 XM_943284 XM_943293 XM_943297",,
ILMN_1682547,ANKRD2,"Homo sapiens ankyrin repeat domain 2 (stretch responsive muscle) (ANKRD2), transcript variant 1, mRNA.",,
ILMN_1728478,CXCL16,"Homo sapiens chemokine (C-X-C motif) ligand 16 (CXCL16), mRNA.",,
ILMN_1672278,CXCL16,"Homo sapiens chemokine (C-X-C motif) ligand 16 (CXCL16), mRNA.",,
