probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1665307,AMPD3,"Homo sapiens adenosine monophosphate deaminase (isoform E) (AMPD3), transcript variant 2, mRNA.",,
ILMN_2134974,RAB38,"Homo sapiens RAB38, member RAS oncogene family (RAB38), mRNA.",,
ILMN_1658639,SLC46A3,"Homo sapiens solute carrier family 46, member 3 (SLC46A3), mRNA.",,
ILMN_1698968,ASXL2,"Homo sapiens additional sex combs like 2 (Drosophila) (ASXL2), mRNA.",,
ILMN_1753312,PLXDC2,"Homo sapiens plexin domain containing 2 (PLXDC2), mRNA.",,
ILMN_1796180,CRY2,"Homo sapiens cryptochrome 2 (photolyase-like) (CRY2), mRNA.",,
ILMN_1666236,HMGA2,"Homo sapiens high mobility group AT-hook 2 (HMGA2), transcript variant 2, mRNA.",,
ILMN_1721849,ZNF660,"Homo sapiens zinc finger protein 660 (ZNF660), mRNA.",,
ILMN_1664416,MEIS2,"Homo sapiens Meis homeobox 2 (MEIS2), transcript variant f, mRNA.",,
ILMN_2164522,HTR7P,Homo sapiens 5-hydroxytryptamine (serotonin) receptor 7 pseudogene (HTR7P) on chromosome 12.,,
ILMN_1805271,ZNF721,"Homo sapiens zinc finger protein 721 (ZNF721), mRNA.",,
ILMN_1703891,TBC1D9,"Homo sapiens TBC1 domain family, member 9 (with GRAM domain) (TBC1D9), mRNA.",,
ILMN_1800179,KCNJ4,"Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 4 (KCNJ4), transcript variant 1, mRNA.",,
ILMN_1697620,KCNJ4,"Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 4 (KCNJ4), transcript variant 1, mRNA.",,
ILMN_1765614,LYNX1,"Homo sapiens Ly6/neurotoxin 1 (LYNX1), transcript variant 4, mRNA.",,
ILMN_2127379,ST6GALNAC3,"Homo sapiens ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (ST6GALNAC3), mRNA.",,
ILMN_1674498,C7ORF46,"Homo sapiens chromosome 7 open reading frame 46 (C7orf46), mRNA.",,
ILMN_1717357,AIFM1,"Homo sapiens apoptosis-inducing factor, mitochondrion-associated, 1 (AIFM1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1682233,ESCO1,"Homo sapiens establishment of cohesion 1 homolog 1 (S. cerevisiae) (ESCO1), mRNA.",,
ILMN_2380494,ANXA11,"Homo sapiens annexin A11 (ANXA11), transcript variant a, mRNA.",,
ILMN_1685170,ANXA11,"Homo sapiens annexin A11 (ANXA11), transcript variant a, mRNA.",,
ILMN_1769385,LHX9,"Homo sapiens LIM homeobox 9 (LHX9), transcript variant 2, mRNA.",,
ILMN_1715241,HDAC9,"Homo sapiens histone deacetylase 9 (HDAC9), transcript variant 2, mRNA.",,
ILMN_1786304,FBXO24,"Homo sapiens F-box protein 24 (FBXO24), transcript variant 1, mRNA.",,
ILMN_1667707,SPCS3,"Homo sapiens signal peptidase complex subunit 3 homolog (S. cerevisiae) (SPCS3), mRNA.",,
ILMN_1723481,CHST3,"Homo sapiens carbohydrate (chondroitin 6) sulfotransferase 3 (CHST3), mRNA.",,
ILMN_2365307,CD276,"Homo sapiens CD276 molecule (CD276), transcript variant 1, mRNA. XM_945872 XM_945874",,
ILMN_1658995,ACOT9,"Homo sapiens acyl-CoA thioesterase 9 (ACOT9), transcript variant 2, mRNA.",,
ILMN_1753830,ETV4,"Homo sapiens ets variant gene 4 (E1A enhancer binding protein, E1AF) (ETV4), mRNA.",,
ILMN_1670767,LPO,"Homo sapiens lactoperoxidase (LPO), mRNA.",,
ILMN_1655961,C7ORF54,"Homo sapiens chromosome 7 open reading frame 54 (C7orf54), mRNA.",,
ILMN_1769229,BCL2A1,"Homo sapiens BCL2-related protein A1 (BCL2A1), mRNA.",,
ILMN_1720771,STX11,"Homo sapiens syntaxin 11 (STX11), mRNA.",,
ILMN_1686770,RPE65,"Homo sapiens retinal pigment epithelium-specific protein 65kDa (RPE65), mRNA.",,
ILMN_1738251,DRD3,"Homo sapiens dopamine receptor D3 (DRD3), transcript variant a, mRNA.",,
ILMN_1793386,MED12,"Homo sapiens mediator of RNA polymerase II transcription, subunit 12 homolog (yeast) (MED12), mRNA.",,
ILMN_1741059,SCN1A,"Homo sapiens sodium channel, voltage-gated, type I, alpha subunit (SCN1A), mRNA.",,
ILMN_1767816,APH1B,"Homo sapiens anterior pharynx defective 1 homolog B (C. elegans) (APH1B), mRNA.",,
ILMN_1702221,MCM8,"Homo sapiens minichromosome maintenance complex component 8 (MCM8), transcript variant 2, mRNA.",,
ILMN_1672081,NEURL,"Homo sapiens neuralized homolog (Drosophila) (NEURL), mRNA.",,
ILMN_2380237,C1QTNF1,"Homo sapiens C1q and tumor necrosis factor related protein 1 (C1QTNF1), mRNA.",,
ILMN_2371251,MPG,"Homo sapiens N-methylpurine-DNA glycosylase (MPG), transcript variant 2, mRNA.",,
ILMN_1787849,OR5AC2,"Homo sapiens olfactory receptor, family 5, subfamily AC, member 2 (OR5AC2), mRNA.",,
ILMN_2070072,RPS7,"Homo sapiens ribosomal protein S7 (RPS7), mRNA.",,
ILMN_1687495,SLC37A1,"Homo sapiens solute carrier family 37 (glycerol-3-phosphate transporter), member 1 (SLC37A1), mRNA.",,
ILMN_1769508,PIGX,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class X (PIGX), mRNA.",,
ILMN_1784269,AASDH,"Homo sapiens aminoadipate-semialdehyde dehydrogenase (AASDH), mRNA.",,
ILMN_1740430,SLC2A4RG,"Homo sapiens SLC2A4 regulator (SLC2A4RG), mRNA.",,
ILMN_1776993,COG2,"Homo sapiens component of oligomeric golgi complex 2 (COG2), mRNA.",,
ILMN_1659142,MDK,"Homo sapiens midkine (neurite growth-promoting factor 2) (MDK), transcript variant 2, mRNA.",,
ILMN_1687743,BTBD7,"Homo sapiens BTB (POZ) domain containing 7 (BTBD7), transcript variant 1, mRNA.",,
ILMN_1681193,EPS8L1,"Homo sapiens EPS8-like 1 (EPS8L1), transcript variant 2, mRNA.",,
ILMN_1721968,NOVA1,"Homo sapiens neuro-oncological ventral antigen 1 (NOVA1), transcript variant 1, mRNA.",,
ILMN_1685929,VANGL1,"Homo sapiens vang-like 1 (van gogh, Drosophila) (VANGL1), mRNA.",,
ILMN_1710026,RNF133,"Homo sapiens ring finger protein 133 (RNF133), mRNA.",,
ILMN_1727495,L3MBTL3,"Homo sapiens l(3)mbt-like 3 (Drosophila) (L3MBTL3), transcript variant 1, mRNA.",,
ILMN_1741994,L3MBTL3,"Homo sapiens l(3)mbt-like 3 (Drosophila) (L3MBTL3), transcript variant 1, mRNA.",,
ILMN_2088234,GTF2IRD2P,"Homo sapiens GTF2I repeat domain containing 2 pseudogene (GTF2IRD2P), non-coding RNA.",,
ILMN_2403555,DHX30,"Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 30 (DHX30), transcript variant 2, mRNA.",,
ILMN_1797878,OR7G3,"Homo sapiens olfactory receptor, family 7, subfamily G, member 3 (OR7G3), mRNA.",,
ILMN_2043553,PROKR2,"Homo sapiens prokineticin receptor 2 (PROKR2), mRNA.",,
ILMN_1797298,ARMC7,"Homo sapiens armadillo repeat containing 7 (ARMC7), mRNA.",,
ILMN_1721636,TSC22D4,"Homo sapiens TSC22 domain family, member 4 (TSC22D4), mRNA.",,
ILMN_1796912,ARHGEF7,"Homo sapiens Rho guanine nucleotide exchange factor (GEF) 7 (ARHGEF7), transcript variant 1, mRNA.",,
ILMN_1675984,ARHGEF7,"Homo sapiens Rho guanine nucleotide exchange factor (GEF) 7 (ARHGEF7), transcript variant 1, mRNA.",,
ILMN_1737184,CDCA7,"Homo sapiens cell division cycle associated 7 (CDCA7), transcript variant 1, mRNA.",,
ILMN_1762142,CDCA7,"Homo sapiens cell division cycle associated 7 (CDCA7), transcript variant 1, mRNA.",,
ILMN_1718405,RAPH1,"Homo sapiens Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 (RAPH1), transcript variant 2, mRNA.",,
ILMN_1742789,LPXN,"Homo sapiens leupaxin (LPXN), mRNA.",,
ILMN_2095840,MYST3,"Homo sapiens MYST histone acetyltransferase (monocytic leukemia) 3 (MYST3), mRNA.",,
ILMN_1800873,SEZ6L2,"PREDICTED: Homo sapiens seizure related 6 homolog (mouse)-like 2 (SEZ6L2), mRNA.",,
ILMN_1671028,THRAP3,"Homo sapiens thyroid hormone receptor associated protein 3 (THRAP3), mRNA.",,
ILMN_1724493,LYSMD2,"Homo sapiens LysM, putative peptidoglycan-binding, domain containing 2 (LYSMD2), mRNA.",,
ILMN_1719123,CRX,"Homo sapiens cone-rod homeobox (CRX), mRNA.",,
ILMN_1683239,RASSF1,"Homo sapiens Ras association (RalGDS/AF-6) domain family member 1 (RASSF1), transcript variant C, mRNA.",,
ILMN_1708580,PDZK1IP1,"Homo sapiens PDZK1 interacting protein 1 (PDZK1IP1), mRNA.",,
ILMN_2368068,TCF20,"Homo sapiens transcription factor 20 (AR1) (TCF20), transcript variant 2, mRNA.",,
ILMN_1789103,TCF20,"Homo sapiens transcription factor 20 (AR1) (TCF20), transcript variant 2, mRNA.",,
ILMN_2323491,NUP62,"Homo sapiens nucleoporin 62kDa (NUP62), transcript variant 1, mRNA.",,
ILMN_1742962,CLEC6A,"Homo sapiens C-type lectin domain family 6, member A (CLEC6A), mRNA.",,
ILMN_1806310,A1CF,"Homo sapiens APOBEC1 complementation factor (A1CF), transcript variant 1, mRNA.",,
ILMN_1736976,HPCAL4,"Homo sapiens hippocalcin like 4 (HPCAL4), mRNA.",,
ILMN_2257223,PTPN7,"Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 2, mRNA.",,
ILMN_1715214,PTPN7,"Homo sapiens protein tyrosine phosphatase, non-receptor type 7 (PTPN7), transcript variant 2, mRNA.",,
ILMN_1748915,S100A12,"Homo sapiens S100 calcium binding protein A12 (S100A12), mRNA.",,
ILMN_1741632,RAB3IL1,"Homo sapiens RAB3A interacting protein (rabin3)-like 1 (RAB3IL1), mRNA.",,
ILMN_1745343,ZMAT2,"Homo sapiens zinc finger, matrin type 2 (ZMAT2), mRNA.",,
ILMN_1655245,MDM1,"Homo sapiens Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse) (MDM1), transcript variant 2, mRNA.",,
ILMN_1674508,MDM1,"Homo sapiens Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse) (MDM1), transcript variant 2, mRNA.",,
ILMN_2245087,MFAP2,"Homo sapiens microfibrillar-associated protein 2 (MFAP2), transcript variant 2, mRNA.",,
ILMN_1695606,EFNB3,"Homo sapiens ephrin-B3 (EFNB3), mRNA.",,
ILMN_1802951,CDCA1,"Homo sapiens cell division cycle associated 1 (CDCA1), transcript variant 1, mRNA.",,
ILMN_1689160,DPEP2,"Homo sapiens dipeptidase 2 (DPEP2), mRNA.",,
ILMN_1694344,NDOR1,"Homo sapiens NADPH dependent diflavin oxidoreductase 1 (NDOR1), mRNA.",,
ILMN_2406468,NFU1,"Homo sapiens NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae) (NFU1), transcript variant 2, mRNA.",,
ILMN_2134416,DNAH12L,"Homo sapiens dynein, axonemal, heavy chain 12-like (DNAH12L), mRNA.",,
ILMN_2209578,CTGLF3,"Homo sapiens centaurin, gamma-like family, member 3 (CTGLF3), mRNA.",,
ILMN_1770667,HECA,"Homo sapiens headcase homolog (Drosophila) (HECA), mRNA.",,
ILMN_2181883,C14ORF129,"Homo sapiens chromosome 14 open reading frame 129 (C14orf129), mRNA.",,
ILMN_1790751,C8ORF31,"Homo sapiens chromosome 8 open reading frame 31 (C8orf31), mRNA.",,
ILMN_1680732,B4GALT2,"Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 (B4GALT2), transcript variant 3, mRNA.",,
ILMN_1765986,INHBC,"Homo sapiens inhibin, beta C (INHBC), mRNA.",,
ILMN_2106002,ACBD7,"Homo sapiens acyl-Coenzyme A binding domain containing 7 (ACBD7), mRNA.",,
ILMN_1783383,DCDC1,"Homo sapiens doublecortin domain containing 1 (DCDC1), mRNA.",,
ILMN_2066088,C1ORF64,"Homo sapiens chromosome 1 open reading frame 64 (C1orf64), mRNA.",,
ILMN_1800838,SPATA12,"Homo sapiens spermatogenesis associated 12 (SPATA12), mRNA.",,
ILMN_1771390,UBXN11,"Homo sapiens UBX domain protein 11 (UBXN11), transcript variant 2, mRNA.",,
ILMN_2376416,UBXN11,"Homo sapiens UBX domain protein 11 (UBXN11), transcript variant 2, mRNA.",,
ILMN_2276987,UBXN11,"Homo sapiens UBX domain protein 11 (UBXN11), transcript variant 2, mRNA.",,
ILMN_1660043,UBXN11,"Homo sapiens UBX domain protein 11 (UBXN11), transcript variant 2, mRNA.",,
ILMN_1764613,OR52E8,"Homo sapiens olfactory receptor, family 52, subfamily E, member 8 (OR52E8), mRNA.",,
ILMN_1809304,PRAMEF12,"Homo sapiens PRAME family member 12 (PRAMEF12), mRNA.",,
ILMN_1767037,PF4,"Homo sapiens platelet factor 4 (chemokine (C-X-C motif) ligand 4) (PF4), mRNA.",,
ILMN_1658624,UBXN6,"Homo sapiens UBX domain protein 6 (UBXN6), mRNA.",,
ILMN_1687683,DNAJC4,"Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 4 (DNAJC4), mRNA.",,
ILMN_1659240,MTMR14,"Homo sapiens myotubularin related protein 14 (MTMR14), transcript variant 2, mRNA.",,
ILMN_2297864,MTMR14,"Homo sapiens myotubularin related protein 14 (MTMR14), transcript variant 2, mRNA.",,
ILMN_1671404,SVIL,"Homo sapiens supervillin (SVIL), transcript variant 1, mRNA.",,
ILMN_1690754,SVIL,"Homo sapiens supervillin (SVIL), transcript variant 1, mRNA.",,
ILMN_2225537,PTGR1,"Homo sapiens prostaglandin reductase 1 (PTGR1), mRNA.",,
ILMN_1808683,OR4A16,"Homo sapiens olfactory receptor, family 4, subfamily A, member 16 (OR4A16), mRNA.",,
ILMN_1802315,SPPL2B,"Homo sapiens signal peptide peptidase-like 2B (SPPL2B), transcript variant 3, mRNA.",,
ILMN_2408771,SPPL2B,"Homo sapiens signal peptide peptidase-like 2B (SPPL2B), transcript variant 3, mRNA.",,
ILMN_1672461,SPPL2B,"Homo sapiens signal peptide peptidase-like 2B (SPPL2B), transcript variant 3, mRNA.",,
ILMN_2371379,ACLY,"Homo sapiens ATP citrate lyase (ACLY), transcript variant 2, mRNA.",,
ILMN_1694603,SMARCC1,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 (SMARCC1), mRNA.",,
ILMN_1757411,TTLL9,"Homo sapiens tubulin tyrosine ligase-like family, member 9 (TTLL9), mRNA.",,
ILMN_1699695,TNFRSF21,"Homo sapiens tumor necrosis factor receptor superfamily, member 21 (TNFRSF21), mRNA.",,
ILMN_1765159,ELMOD2,"Homo sapiens ELMO/CED-12 domain containing 2 (ELMOD2), mRNA.",,
ILMN_1673529,AGXT2L2,"Homo sapiens alanine-glyoxylate aminotransferase 2-like 2 (AGXT2L2), mRNA.",,
ILMN_1686370,AGXT2L2,"Homo sapiens alanine-glyoxylate aminotransferase 2-like 2 (AGXT2L2), mRNA.",,
ILMN_2309549,AMZ2,"Homo sapiens archaelysin family metallopeptidase 2 (AMZ2), transcript variant 6, mRNA.",,
ILMN_1795275,USP53,"Homo sapiens ubiquitin specific peptidase 53 (USP53), mRNA.",,
ILMN_1664516,CENPF,"Homo sapiens centromere protein F, 350/400ka (mitosin) (CENPF), mRNA.",,
ILMN_1673450,DDN,"Homo sapiens dendrin (DDN), mRNA.",,
ILMN_1652857,SLC15A1,"Homo sapiens solute carrier family 15 (oligopeptide transporter), member 1 (SLC15A1), mRNA.",,
ILMN_1761364,NCR2,"Homo sapiens natural cytotoxicity triggering receptor 2 (NCR2), mRNA.",,
ILMN_2288142,HSFY1,"Homo sapiens heat shock transcription factor, Y-linked 1 (HSFY1), transcript variant 2, mRNA.",,
ILMN_1771827,AIF1,"Homo sapiens allograft inflammatory factor 1 (AIF1), transcript variant 2, mRNA.",,
ILMN_1668247,LTC4S,"Homo sapiens leukotriene C4 synthase (LTC4S), mRNA.",,
ILMN_1766128,THAP3,"Homo sapiens THAP domain containing, apoptosis associated protein 3 (THAP3), mRNA.",,
ILMN_1749634,PLRG1,"Homo sapiens pleiotropic regulator 1 (PRL1 homolog, Arabidopsis) (PLRG1), mRNA.",,
ILMN_1662681,AMBRA1,"Homo sapiens autophagy/beclin-1 regulator 1 (AMBRA1), mRNA.",,
ILMN_2322747,ARHGAP5,"Homo sapiens Rho GTPase activating protein 5 (ARHGAP5), transcript variant 2, mRNA.",,
ILMN_1777074,DNAH9,"Homo sapiens dynein, axonemal, heavy chain 9 (DNAH9), transcript variant 1, mRNA.",,
ILMN_1765796,ENO2,"Homo sapiens enolase 2 (gamma, neuronal) (ENO2), mRNA.",,
ILMN_1692060,KIF21B,"PREDICTED: Homo sapiens kinesin family member 21B, transcript variant 3 (KIF21B), mRNA.",,
ILMN_1722016,LY6G5C,"Homo sapiens lymphocyte antigen 6 complex, locus G5C (LY6G5C), transcript variant 4, mRNA.",,
ILMN_1668345,OAF,"Homo sapiens OAF homolog (Drosophila) (OAF), mRNA.",,
ILMN_1796409,C1QB,"Homo sapiens complement component 1, q subcomponent, B chain (C1QB), mRNA.",,
ILMN_1703749,OR5T3,"Homo sapiens olfactory receptor, family 5, subfamily T, member 3 (OR5T3), mRNA.",,
ILMN_1659576,FPGS,"Homo sapiens folylpolyglutamate synthase (FPGS), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1741603,DBC1,"Homo sapiens deleted in bladder cancer 1 (DBC1), mRNA.",,
ILMN_1748607,NOBOX,"PREDICTED: Homo sapiens NOBOX oogenesis homeobox (NOBOX), mRNA.",,
ILMN_1796900,NUDCD3,"Homo sapiens NudC domain containing 3 (NUDCD3), mRNA.",,
ILMN_1702763,ZMYM1,"Homo sapiens zinc finger, MYM-type 1 (ZMYM1), mRNA.",,
ILMN_1768816,TMPO,"Homo sapiens thymopoietin (TMPO), transcript variant 1, mRNA.",,
ILMN_1677747,TMPO,"Homo sapiens thymopoietin (TMPO), transcript variant 1, mRNA.",,
ILMN_1723254,C3ORF42,"Homo sapiens chromosome 3 open reading frame 42 (C3orf42), mRNA.",,
ILMN_2124236,C3ORF42,"Homo sapiens chromosome 3 open reading frame 42 (C3orf42), mRNA.",,
ILMN_1739576,CYB5R2,"Homo sapiens cytochrome b5 reductase 2 (CYB5R2), mRNA.",,
ILMN_1730734,TMEM205,"Homo sapiens transmembrane protein 205 (TMEM205), mRNA.",,
ILMN_1671048,ZNF644,"Homo sapiens zinc finger protein 644 (ZNF644), transcript variant 1, mRNA.",,
ILMN_1777342,PREX1,"Homo sapiens phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 (PREX1), mRNA.",,
ILMN_1725306,RNF6,"Homo sapiens ring finger protein (C3H2C3 type) 6 (RNF6), transcript variant 1, mRNA.",,
ILMN_2118663,ERV3,"Homo sapiens endogenous retroviral sequence 3 (includes zinc finger protein H-plk/HPF9) (ERV3), mRNA.",,
ILMN_1671600,EPS8L1,"Homo sapiens EPS8-like 1 (EPS8L1), transcript variant 1, mRNA.",,
ILMN_1793384,JAK1,"Homo sapiens Janus kinase 1 (a protein tyrosine kinase) (JAK1), mRNA.",,
ILMN_1685052,DNAH1,"Homo sapiens dynein, axonemal, heavy chain 1 (DNAH1), mRNA.",,
ILMN_2388466,TIA1,"Homo sapiens TIA1 cytotoxic granule-associated RNA binding protein (TIA1), transcript variant 2, mRNA.",,
ILMN_2153837,SCNN1G,"Homo sapiens sodium channel, nonvoltage-gated 1, gamma (SCNN1G), mRNA.",,
ILMN_1695530,MS4A3,"Homo sapiens membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) (MS4A3), transcript variant 1, mRNA.",,
ILMN_2276461,MAP2,"Homo sapiens microtubule-associated protein 2 (MAP2), transcript variant 5, mRNA.",,
ILMN_1667847,XAGE5,"Homo sapiens X antigen family, member 5 (XAGE5), mRNA.",,
ILMN_1715392,PRPF3,"Homo sapiens PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae) (PRPF3), mRNA.",,
ILMN_1741313,ZNF782,"Homo sapiens zinc finger protein 782 (ZNF782), mRNA.",,
ILMN_1797797,OR1N2,"Homo sapiens olfactory receptor, family 1, subfamily N, member 2 (OR1N2), mRNA.",,
ILMN_2272251,ASB11,"Homo sapiens ankyrin repeat and SOCS box-containing 11 (ASB11), transcript variant 1, mRNA.",,
ILMN_1805011,FLJ35816,"Homo sapiens FLJ35816 protein (FLJ35816), mRNA.",,
ILMN_2338593,C20ORF142,"Homo sapiens chromosome 20 open reading frame 142 (C20orf142), mRNA.",,
ILMN_1811121,CXORF39,"Homo sapiens chromosome X open reading frame 39 (CXorf39), mRNA.",,
ILMN_2393968,SYNJ1,"Homo sapiens synaptojanin 1 (SYNJ1), transcript variant 1, mRNA.",,
ILMN_2374425,CCNE1,"Homo sapiens cyclin E1 (CCNE1), transcript variant 1, mRNA.",,
ILMN_1733419,CCNE1,"Homo sapiens cyclin E1 (CCNE1), transcript variant 1, mRNA.",,
ILMN_1739812,PRKCG,"Homo sapiens protein kinase C, gamma (PRKCG), mRNA.",,
ILMN_1695317,RCBTB1,"Homo sapiens regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 (RCBTB1), mRNA.",,
ILMN_1696284,CLDN18,"Homo sapiens claudin 18 (CLDN18), transcript variant 1, mRNA.",,
ILMN_2284157,CLDN18,"Homo sapiens claudin 18 (CLDN18), transcript variant 1, mRNA.",,
ILMN_2389054,CLDN18,"Homo sapiens claudin 18 (CLDN18), transcript variant 1, mRNA.",,
ILMN_1754727,GPRASP2,"Homo sapiens G protein-coupled receptor associated sorting protein 2 (GPRASP2), transcript variant 1, mRNA.",,
ILMN_1664577,DLD,"Homo sapiens dihydrolipoamide dehydrogenase (DLD), mRNA.",,
ILMN_1675222,PLXND1,"Homo sapiens plexin D1 (PLXND1), mRNA.",,
ILMN_1759117,XK,"Homo sapiens X-linked Kx blood group (McLeod syndrome) (XK), mRNA.",,
ILMN_1778136,ZMYND15,"Homo sapiens zinc finger, MYND-type containing 15 (ZMYND15), mRNA.",,
ILMN_1718303,PVRL2,"Homo sapiens poliovirus receptor-related 2 (herpesvirus entry mediator B) (PVRL2), transcript variant alpha, mRNA.",,
ILMN_2370624,COL13A1,"Homo sapiens collagen, type XIII, alpha 1 (COL13A1), transcript variant 9, mRNA.",,
ILMN_1656595,STAC3,"Homo sapiens SH3 and cysteine rich domain 3 (STAC3), mRNA.",,
ILMN_1695924,KLK11,"Homo sapiens kallikrein-related peptidase 11 (KLK11), transcript variant 2, mRNA.",,
ILMN_1775529,KLK11,"Homo sapiens kallikrein-related peptidase 11 (KLK11), transcript variant 2, mRNA.",,
ILMN_2364357,RPS6KB2,"Homo sapiens ribosomal protein S6 kinase, 70kDa, polypeptide 2 (RPS6KB2), mRNA.",,
ILMN_1746457,GTF3C2,"Homo sapiens general transcription factor IIIC, polypeptide 2, beta 110kDa (GTF3C2), transcript variant 1, mRNA.",,
ILMN_1803005,MMACHC,"Homo sapiens methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria (MMACHC), mRNA.",,
ILMN_2128697,SPACA5,"Homo sapiens sperm acrosome associated 5 (SPACA5), mRNA.",,
ILMN_1720764,UBE1,"Homo sapiens ubiquitin-activating enzyme E1 (UBE1), transcript variant 2, mRNA.",,
ILMN_1695003,PCSK2,"Homo sapiens proprotein convertase subtilisin/kexin type 2 (PCSK2), mRNA.",,
ILMN_1738622,NDNL2,"Homo sapiens necdin-like 2 (NDNL2), mRNA.",,
ILMN_1740505,SGMS1,"Homo sapiens sphingomyelin synthase 1 (SGMS1), mRNA.",,
ILMN_1689400,CLK1,"Homo sapiens CDC-like kinase 1 (CLK1), transcript variant 2, mRNA.",,
ILMN_2211122,SEDLP,"Homo sapiens spondyloepiphyseal dysplasia, late, pseudogene (SEDLP), non-coding RNA.",,
ILMN_1773210,DRD1,"Homo sapiens dopamine receptor D1 (DRD1), mRNA.",,
ILMN_1659199,GRIN1,"Homo sapiens glutamate receptor, ionotropic, N-methyl D-aspartate 1 (GRIN1), transcript variant NR1-3, mRNA.",,
ILMN_1654540,SEMA6D,"Homo sapiens sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D (SEMA6D), transcript variant 5, mRNA.",,
ILMN_1652277,SECTM1,"Homo sapiens secreted and transmembrane 1 (SECTM1), mRNA.",,
ILMN_2124833,TRAT1,"Homo sapiens T cell receptor associated transmembrane adaptor 1 (TRAT1), mRNA.",,
ILMN_2042595,PCM1,"Homo sapiens pericentriolar material 1 (PCM1), mRNA.",,
ILMN_1791688,BMP10,"Homo sapiens bone morphogenetic protein 10 (BMP10), mRNA.",,
ILMN_1707062,REV1,"Homo sapiens REV1 homolog (S. cerevisiae) (REV1), transcript variant 1, mRNA.",,
ILMN_2270015,AADAT,"Homo sapiens aminoadipate aminotransferase (AADAT), transcript variant 1, mRNA.",,
ILMN_2276996,CCR2,"Homo sapiens chemokine (C-C motif) receptor 2 (CCR2), transcript variant A, mRNA.",,
ILMN_2376431,CCR2,"Homo sapiens chemokine (C-C motif) receptor 2 (CCR2), transcript variant A, mRNA.",,
ILMN_1813846,P2RX4,"Homo sapiens purinergic receptor P2X, ligand-gated ion channel, 4 (P2RX4), mRNA.",,
ILMN_1713978,SDF2,"Homo sapiens stromal cell-derived factor 2 (SDF2), mRNA.",,
ILMN_2280542,C2ORF78,"Homo sapiens chromosome 2 open reading frame 78 (C2orf78), mRNA.",,
ILMN_2079991,ERVWE1,"Homo sapiens endogenous retroviral family W, env(C7), member 1 (ERVWE1), transcript variant 1, mRNA.",,
ILMN_1652456,TMEM98,"Homo sapiens transmembrane protein 98 (TMEM98), transcript variant 1, mRNA.",,
ILMN_2304020,LOC643226,"Homo sapiens GRXCR1-like protein (LOC643226), mRNA.",,
ILMN_2326376,ZNF596,"Homo sapiens zinc finger protein 596 (ZNF596), transcript variant 1, mRNA.",,
ILMN_1805765,CMYA5,"Homo sapiens cardiomyopathy associated 5 (CMYA5), mRNA.",,
ILMN_1732514,GALK2,"Homo sapiens galactokinase 2 (GALK2), transcript variant 2, mRNA.",,
ILMN_1723124,GALK2,"Homo sapiens galactokinase 2 (GALK2), transcript variant 2, mRNA.",,
ILMN_2408645,LOC653566,"Homo sapiens similar to Signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit) (LOC653566), mRNA.",,
ILMN_1705653,BCAM,"Homo sapiens basal cell adhesion molecule (Lutheran blood group) (BCAM), transcript variant 2, mRNA.",,
ILMN_1707433,LOC388503,"Homo sapiens similar to Complement C3 precursor (LOC388503), mRNA.",,
ILMN_1791759,CXCL10,"Homo sapiens chemokine (C-X-C motif) ligand 10 (CXCL10), mRNA.",,
ILMN_1659953,SEPTIN 3,"Homo sapiens septin 3 (SEPT3), transcript variant B, mRNA.",,
ILMN_1746673,SEPTIN 3,"Homo sapiens septin 3 (SEPT3), transcript variant B, mRNA.",,
ILMN_1786810,KIR2DL1,"Homo sapiens killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1 (KIR2DL1), mRNA.",,
ILMN_2242937,ARSB,"Homo sapiens arylsulfatase B (ARSB), transcript variant 1, mRNA.",,
ILMN_2366719,NSFL1C,"Homo sapiens NSFL1 (p97) cofactor (p47) (NSFL1C), transcript variant 3, mRNA.",,
